CMDLINE python end2end.py test.config
MEM 0.238281 1464046586.2177
MEM 12.554688 1464046586.3178
MEM 23.460938 1464046586.4204
MEM 37.164062 1464046586.5255
MEM 37.164062 1464046586.6298
MEM 37.164062 1464046586.7350
MEM 37.164062 1464046586.8358
MEM 37.164062 1464046586.9360
MEM 37.164062 1464046587.0369
MEM 37.164062 1464046587.1417
MEM 37.164062 1464046587.2422
MEM 37.164062 1464046587.3442
MEM 37.164062 1464046587.4452
MEM 37.164062 1464046587.5503
MEM 37.164062 1464046587.6526
MEM 37.164062 1464046587.7574
MEM 37.164062 1464046587.8582
MEM 37.164062 1464046587.9634
MEM 37.164062 1464046588.0685
MEM 37.164062 1464046588.1728
MEM 37.164062 1464046588.2779
MEM 37.164062 1464046588.3786
MEM 37.164062 1464046588.4815
MEM 37.164062 1464046588.5866
MEM 37.164062 1464046588.6912
MEM 37.164062 1464046588.7964
MEM 37.164062 1464046588.8967
MEM 37.164062 1464046589.0004
MEM 37.164062 1464046589.1010
MEM 37.164062 1464046589.2045
MEM 37.164062 1464046589.3052
MEM 37.164062 1464046589.4082
MEM 37.164062 1464046589.5111
MEM 37.164062 1464046589.6123
MEM 37.164062 1464046589.7161
MEM 37.164062 1464046589.8212
MEM 37.164062 1464046589.9220
MEM 37.164062 1464046590.0247
MEM 37.164062 1464046590.1268
MEM 37.164062 1464046590.2283
MEM 37.164062 1464046590.3313
MEM 37.164062 1464046590.4325
MEM 37.164062 1464046590.5358
MEM 37.164062 1464046590.6410
MEM 37.164062 1464046590.7461
MEM 37.164062 1464046590.8489
MEM 37.164062 1464046590.9503
MEM 37.164062 1464046591.0505
MEM 37.164062 1464046591.1526
MEM 37.164062 1464046591.2541
MEM 37.164062 1464046591.3552
MEM 37.164062 1464046591.4571
MEM 37.164062 1464046591.5578
MEM 37.164062 1464046591.6582
MEM 37.164062 1464046591.7593
MEM 37.164062 1464046591.8603
MEM 37.164062 1464046591.9654
MEM 37.164062 1464046592.0658
MEM 37.164062 1464046592.1690
MEM 37.164062 1464046592.2742
MEM 37.164062 1464046592.3744
MEM 37.164062 1464046592.4777
MEM 37.164062 1464046592.5828
MEM 37.164062 1464046592.6880
MEM 37.164062 1464046592.7887
MEM 37.164062 1464046592.8918
MEM 37.164062 1464046592.9969
MEM 37.164062 1464046593.1005
MEM 37.164062 1464046593.2013
MEM 37.164062 1464046593.3062
MEM 37.164062 1464046593.4110
MEM 37.164062 1464046593.5116
MEM 37.164062 1464046593.6135
MEM 37.164062 1464046593.7149
MEM 37.164062 1464046593.8161
MEM 37.164062 1464046593.9165
MEM 37.164062 1464046594.0178
MEM 37.164062 1464046594.1186
MEM 37.164062 1464046594.2198
MEM 37.164062 1464046594.3210
MEM 37.164062 1464046594.4221
MEM 37.164062 1464046594.5225
MEM 37.164062 1464046594.6236
MEM 37.164062 1464046594.7240
MEM 37.164062 1464046594.8253
MEM 37.164062 1464046594.9265
MEM 37.164062 1464046595.0302
MEM 37.164062 1464046595.1353
MEM 37.164062 1464046595.2356
MEM 37.164062 1464046595.3408
MEM 37.164062 1464046595.4409
MEM 37.164062 1464046595.5427
MEM 37.164062 1464046595.6445
MEM 37.164062 1464046595.7472
MEM 37.164062 1464046595.8524
MEM 37.164062 1464046595.9528
MEM 37.164062 1464046596.0557
MEM 37.164062 1464046596.1601
MEM 37.164062 1464046596.2650
MEM 37.164062 1464046596.3655
MEM 37.164062 1464046596.4696
MEM 37.164062 1464046596.5721
MEM 37.164062 1464046596.6733
MEM 37.164062 1464046596.7784
MEM 37.164062 1464046596.8836
MEM 37.164062 1464046596.9846
MEM 37.164062 1464046597.0875
MEM 37.164062 1464046597.1927
MEM 37.164062 1464046597.2978
MEM 37.164062 1464046597.3989
MEM 37.164062 1464046597.5019
MEM 37.164062 1464046597.6021
MEM 37.164062 1464046597.7051
MEM 37.164062 1464046597.8102
MEM 37.164062 1464046597.9105
MEM 37.164062 1464046598.0138
MEM 37.164062 1464046598.1189
MEM 37.164062 1464046598.2200
MEM 37.164062 1464046598.3226
MEM 37.164062 1464046598.4277
MEM 37.164062 1464046598.5328
MEM 37.164062 1464046598.6336
MEM 37.164062 1464046598.7367
MEM 37.164062 1464046598.8419
